,index,PID,priceperarea,SalePrice,nn5meansaleprice,nn5medsaleprice
482,495,528280230,118.79259980525805,244000,204030.0,215000.0
483,496,528290010,123.48993288590604,184000,190528.0,190000.0
484,497,528290030,121.5429403202329,167000,193928.0,190000.0
485,498,528290060,122.72727272727272,162000,186480.0,186500.0
486,499,528290090,124.46958981612448,176000,186480.0,186500.0
487,500,528290120,99.44444444444444,179000,186480.0,186500.0
488,501,528290140,103.5308198683423,173000,186480.0,186500.0
489,502,528290170,110.6508875739645,187000,186480.0,186500.0
490,503,528290180,125.49537648612946,190000,186480.0,186500.0
491,504,528290190,109.0909090909091,156000,186480.0,186500.0
492,505,528292020,109.33660933660934,222500,219000.0,225000.0
493,506,528292030,105.96885813148788,245000,214500.0,222500.0
494,507,528292040,108.05970149253731,181000,227300.0,225000.0
495,508,528292060,96.89922480620156,225000,220500.0,222500.0
496,509,528292070,103.88349514563109,214000,222700.0,225000.0
497,510,528294010,112.53041362530412,185000,188280.0,180000.0
498,511,528294050,117.4825174825175,168000,204980.0,185900.0
499,512,528294060,112.59842519685041,185900,201400.0,185000.0
500,513,528294070,100.39284155390659,230000,192580.0,185000.0
501,514,528315030,145.4849498327759,348000,307100.0,286000.0
502,515,528315060,129.37698954070032,284500,324500.0,315000.0
503,516,528315070,144.73684210526315,286000,324200.0,315000.0
504,517,528315080,134.2882721575649,300000,321400.0,315000.0
505,518,528315090,142.49471458773786,337000,314000.0,300000.0
506,519,528315110,119.77186311787071,315000,306000.0,300000.0
507,520,528320060,172.31872070581744,625000,306608.0,279500.0
508,521,528321010,144.23765211166787,403000,416400.0,384500.0
509,522,528322020,150.7252058016464,384500,300600.0,300000.0
510,523,528326030,113.73976342129208,250000,343733.6,333168.0
511,524,528326060,108.53391684901531,248000,347900.0,327000.0
512,525,528326110,133.9779005524862,291000,328600.0,315000.0
513,526,528327010,141.85639229422063,405000,324933.6,327000.0
514,527,528327060,177.1743258640334,466500,304200.0,291000.0
515,528,528327070,121.6970599181243,327000,328500.0,300000.0
516,529,528328100,128.19084263178144,333168,325600.0,336000.0
517,530,528340030,133.2033788174139,410000,343500.0,337000.0
518,531,528344020,124.90317583268784,322500,361000.0,340000.0
519,532,528344040,138.77551020408166,340000,357500.0,337000.0
520,533,528344060,145.53014553014552,280000,302400.0,336000.0
521,534,528344070,143.43434343434345,355000,287400.0,280000.0
522,535,528344100,128.63705972434914,336000,291200.0,280000.0
523,536,528346050,174.47657028913258,350000,242200.0,229800.0
524,537,528348030,105.66037735849056,252000,306033.6,333168.0
525,538,528351010,174.93049119555144,755000,351008.0,279500.0
526,539,528431120,138.09779688339606,257000,265173.2,235128.0
527,540,528435020,158.96478121664887,297900,260574.4,249000.0
528,541,528435040,180.69061413673236,311872,266180.0,257500.0
529,542,528435050,161.8683901292597,275500,259274.4,255000.0
530,543,528435070,142.9471032745592,227000,261600.0,257500.0
531,544,528439010,169.17808219178082,247000,237040.0,232000.0
532,545,528439030,143.56435643564356,232000,238960.0,245000.0
533,546,528439040,169.05071521456438,260000,233360.0,232000.0
534,547,528439060,171.08938547486034,245000,236760.0,232000.0
535,548,528439080,165.33864541832668,249000,235960.0,232000.0
536,549,528441020,128.36123795027905,253000,309380.0,270000.0
537,550,528354050,113.05460750853243,265000,449008.0,315750.0
538,551,528354060,134.02384500745154,269790,448050.0,315750.0
539,552,528354100,131.52941176470586,279500,446108.0,315750.0
540,553,528354110,131.6722268557131,315750,438858.0,279500.0
541,554,528358010,151.39534883720933,260400,332200.0,325000.0
542,555,528358030,128.39325018341893,350000,308080.0,315000.0
543,556,528360050,167.0,584500,298700.0,290000.0
544,557,528363020,115.95361855257894,290000,320080.0,325000.0
545,558,528363050,152.6902569074164,315000,315080.0,325000.0
546,559,528363070,128.70890136327185,321000,310080.0,290000.0
547,560,528363110,165.6412683388547,350000,308080.0,315000.0
548,561,528363130,123.95118230358506,325000,313080.0,315000.0
549,562,528364110,114.57921770051365,290000,313700.0,290000.0
550,563,528365060,141.02564102564102,341000,347400.0,290000.0
551,564,528365070,98.2615268329554,260000,317100.0,290000.0
552,565,528365080,130.86026399635867,287500,311600.0,290000.0
553,566,528365090,114.80601741884401,290000,311100.0,287500.0
554,567,528366040,112.54019292604502,315000,306100.0,287500.0
555,568,528366050,133.20941759603468,430000,283100.0,287500.0
556,569,528366070,119.43687556766577,263000,316500.0,290000.0
557,570,528376010,130.02364066193854,330000,293880.0,280000.0
558,571,528382020,127.7533039647577,290000,258640.0,252000.0
559,572,528382030,120.17400761283308,221000,272440.0,255000.0
560,573,528385050,126.15235322658906,260000,340200.0,330000.0
561,574,528386040,126.6213712168005,410000,286400.0,290000.0
562,575,528387030,118.0779569892473,263550,243800.0,248000.0
563,576,528387050,127.40949694405266,271000,325010.0,301500.0
564,577,528390020,151.7362858580775,301500,289510.0,263550.0
565,578,528390100,164.2156862745098,402000,253210.0,263550.0
566,579,528390210,134.05405405405406,248000,246910.0,255000.0
567,580,528427010,148.81518987341772,235128,274747.6,244600.0
568,581,528427020,166.62125340599454,244600,272853.2,240000.0
569,582,528427040,155.68517165814464,213133,279146.6,244600.0
570,583,528427070,110.7087428867046,214000,273773.2,244600.0
571,584,528429050,147.39517153748412,232000,286801.0,255000.0
572,585,528429070,152.09125475285168,240000,277373.2,244600.0
573,590,528431020,162.1462264150943,275000,278201.0,245000.0
574,591,528431040,213.12563580874874,419005,241572.2,240000.0
575,592,528431050,155.86797066014668,255000,256000.0,257500.0
576,593,528431060,156.74984005118358,245000,258000.0,257500.0
577,594,528431070,155.30759951749098,257500,255500.0,255000.0
578,595,528441080,181.2278630460449,307000,311180.0,270000.0
579,596,528441090,187.95180722891567,468000,278980.0,270000.0
580,597,528477050,154.45939212755357,310000,271470.0,266000.0
581,598,528477070,150.41782729805013,270000,279470.0,266000.0
582,599,528477080,130.91936312275294,254900,298550.0,307000.0
583,600,528478030,125.50200803212853,250000,263000.0,256000.0
584,601,528478040,127.68130745658836,250000,263000.0,256000.0
585,602,528480020,129.40090857467348,227875,226270.0,226700.0
586,603,528480040,129.03225806451613,252000,221445.0,226700.0
587,604,528480060,163.49855630413862,339750,274480.0,270000.0
588,605,528480070,137.18411552346572,266000,289230.0,271500.0
589,606,528445060,138.87147335423194,221500,241460.0,245000.0
590,607,528445070,120.92896174863388,221300,241500.0,245000.0
591,608,528456180,136.4352051835853,252678,217960.0,210000.0
592,609,528456200,155.39906103286384,198600,228775.6,210400.0
593,610,528456220,132.0754716981132,210000,226495.6,210400.0
594,611,528456230,157.6029962546816,210400,226415.6,210000.0
595,612,528456240,171.01806239737274,208300,226835.6,210400.0
596,613,528458030,155.02915451895043,212700,259600.0,248000.0
597,614,528458060,163.9087018544936,229800,256180.0,248000.0
598,615,528458070,139.10795087265672,215200,259100.0,248000.0
599,616,528458080,142.29910714285714,255000,251140.0,229800.0
600,617,528458110,167.62452107279694,262500,229760.0,238500.0
601,618,528458120,137.82542113323123,270000,228260.0,238500.0
602,619,528458140,163.3986928104575,250000,232260.0,238500.0
603,620,528458180,164.70994475138122,238500,234560.0,250000.0
604,621,528462040,127.45098039215686,182000,245860.0,250000.0
605,622,528477020,150.78502415458937,249700,247615.0,227875.0
606,623,528477040,128.2239819004525,226700,275865.0,252000.0
607,624,528480090,184.94550408719346,271500,246515.0,241000.0
608,625,528480110,117.03088578088577,200825,214100.0,197000.0
609,626,528480130,155.48387096774192,241000,206065.0,197000.0
610,627,528480150,125.0,197000,212275.4,205950.0
611,628,528480160,123.69369369369369,205950,210485.4,197000.0
612,629,528480180,164.9804292929293,261329,199409.6,197000.0
613,630,528482010,150.14836795252225,253000,262400.0,256000.0
614,631,528482020,154.21686746987953,256000,261800.0,253000.0
615,632,528482030,108.47318870241507,265000,260000.0,253000.0
616,633,528482040,175.0902527075812,291000,254800.0,253000.0
617,634,528482090,137.87510137875105,340000,226800.0,220000.0
618,635,528482130,125.59694364851957,263000,259900.0,256000.0
619,636,528488100,151.5151515151515,185000,215415.0,200825.0
620,637,528488120,139.0205371248025,176000,216475.4,205950.0
621,638,528488130,144.31206764027672,187750,214125.4,205950.0
622,639,528488140,189.11986863711,230348,205605.8,197000.0
623,640,528490040,150.9980682549903,234500,255100.0,256000.0
624,641,528490070,126.4367816091954,209000,253000.0,234500.0
625,642,528490080,120.08101851851852,207500,253300.0,234500.0
626,643,531375130,137.34290843806104,153000,167648.6,158000.0
627,644,531375140,136.1974405850091,149000,153400.0,155000.0
628,645,531363010,130.54187192118226,159000,149500.0,147000.0
629,646,531363030,133.21647677475895,152000,149900.0,147000.0
630,647,531363040,128.60892388451444,147000,150900.0,152000.0
631,648,531363050,123.92055267702936,143500,147700.0,147000.0
632,649,531363060,130.55555555555554,141000,148200.0,147000.0
633,650,531363080,122.15411558669001,139500,148500.0,147000.0
634,651,531367050,111.8042226487524,233000,196600.0,201000.0
635,652,531369010,106.5121412803532,193000,204600.0,203000.0
636,653,531369020,134.2592592592593,203000,202600.0,201000.0
637,654,531369060,109.1018685955395,181000,207000.0,203000.0
638,655,531371050,154.08333333333334,184900,212700.0,193000.0
639,656,531371070,110.84905660377359,188000,201280.0,193000.0
640,657,531373060,115.75466025255562,192500,211180.0,193000.0
641,658,531375040,142.72890484739676,159000,149300.0,147000.0
642,659,531375050,124.25531914893615,146000,159480.0,159000.0
643,660,531375070,124.89044697633656,142500,165980.0,159000.0
644,661,531375090,127.46858168761221,142000,169848.6,158000.0
645,662,531375100,136.44214162348877,158000,166648.6,155000.0
646,663,531375110,142.72890484739676,159000,166448.6,155000.0
647,664,531375120,139.13824057450628,155000,167248.6,158000.0
648,665,531376010,105.48780487804878,173000,188828.6,184000.0
649,666,531376030,109.13404507710555,184000,193180.0,181000.0
650,667,531376050,116.65615141955836,184900,172748.6,170000.0
651,668,531376060,121.80349932705248,181000,173528.6,170000.0
652,669,531376070,146.29948364888125,170000,175728.6,181000.0
653,670,531452020,108.38779956427015,99500,132200.0,128000.0
654,671,531452050,166.2234042553191,125000,127100.0,128000.0
655,672,531452070,108.85885885885885,145000,147000.0,144000.0
656,673,531452080,123.03290414878396,172000,141600.0,144000.0
657,674,531452100,124.07559572719805,151000,158620.0,153900.0
658,675,531452140,128.35696413678065,153900,177940.0,179200.0
659,676,531452180,111.52522935779815,194500,165420.0,153900.0
660,677,531452210,113.63636363636364,150000,179300.0,179200.0
661,678,531376090,154.6503448275862,224243,153400.0,155000.0
662,679,531379030,101.79640718562874,187000,192500.0,189000.0
663,680,531379050,103.67577756833175,220000,185900.0,187000.0
664,681,531380080,97.1563981042654,205000,202200.0,201000.0
665,682,531380110,116.79256246368394,201000,203000.0,203000.0
666,683,531382070,139.3709327548807,257000,197480.0,192500.0
667,684,531382090,113.11373523927904,182000,203000.0,203000.0
668,685,531382110,97.0238095238095,163000,203000.0,203000.0
669,686,531382120,115.24717093508042,193500,203000.0,203000.0
670,687,531384030,114.06155703077852,189000,207050.0,192500.0
671,688,531384070,105.35714285714286,191750,192100.0,189000.0
672,689,531385020,131.7991631799163,189000,188380.0,184000.0
673,690,531385060,113.59570661896244,190500,190840.0,187000.0
674,691,531385070,132.69088213491474,179000,193140.0,189000.0
675,692,531385130,143.90896921017404,215000,187450.0,189000.0
676,693,531450030,100.74841681059296,175000,175620.0,179200.0
677,694,531450040,109.73175296319401,175900,175440.0,179200.0
678,695,531450090,138.48531684698608,179200,183800.0,189000.0
679,696,531450120,99.13294797687858,171500,184940.0,187000.0
680,697,531450170,109.35672514619884,187000,178800.0,171500.0
681,698,531451020,119.35683364254791,193000,170120.0,172000.0
682,699,531451030,113.77777777777777,179200,172880.0,172000.0
683,700,531451110,154.92957746478874,143000,138500.0,145000.0
684,701,531451150,101.10584518167455,128000,129900.0,125000.0
685,702,531451280,102.43902439024392,189000,181840.0,179200.0
686,703,531452010,98.60312243221036,120000,131500.0,128000.0
687,704,531452260,119.48051948051949,184000,189380.0,187000.0
688,705,531453010,138.55970829535096,152000,131900.0,125000.0
689,706,531453040,109.33503836317136,171000,128100.0,125000.0
690,707,531453100,115.71428571428572,162000,154400.0,151000.0
691,708,531453140,162.89592760180994,144000,160200.0,162000.0
692,709,531475220,85.01594048884166,160000,147200.0,152000.0
693,710,531477020,97.50297265160525,82000,115300.0,119500.0
694,711,531477040,71.2871287128713,144000,102900.0,112000.0
695,712,531478010,101.32575757575758,107000,166200.0,162000.0
696,713,531479020,96.93877551020408,76000,153200.0,144000.0
697,714,532351050,130.08130081300814,128000,129700.0,132000.0
698,715,532351060,131.07287449392712,129500,129400.0,132000.0
699,716,532351090,72.33796296296295,125000,121500.0,119500.0
700,717,532351140,58.885383806519464,112000,124300.0,125000.0
701,718,532351150,72.24909310761791,119500,122800.0,125000.0
702,719,532353020,112.24489795918369,110000,137200.0,144000.0
703,720,532353030,118.90999174236168,144000,132400.0,135000.0
704,721,532353050,157.89473684210526,144000,132400.0,135000.0
705,722,532353120,135.0671140939597,120750,136800.0,144000.0
706,723,532353130,137.7551020408163,135000,133950.0,144000.0
707,724,532353180,124.5874587458746,151000,130750.0,135000.0
708,725,532354010,136.5979381443299,132500,128800.0,129500.0
709,726,532354060,124.8817407757805,132000,134100.0,132500.0
710,727,532354070,132.63263263263264,132500,134000.0,132000.0
711,728,532354090,128.13852813852813,148000,125980.0,131400.0
712,729,532354150,156.25,135000,125960.0,131400.0
713,730,532354160,163.19444444444446,141000,124760.0,131400.0
714,731,532354230,141.2037037037037,122000,131100.0,132500.0
715,732,532376040,115.17857142857143,129000,118256.6,126000.0
716,733,532376080,128.04878048780492,126000,118856.6,129000.0
717,734,532376090,84.84669811320755,143900,115276.6,126000.0
718,735,532376110,141.44736842105263,129000,116656.6,126000.0
719,736,532376160,154.92170022371366,138500,122875.0,120875.0
720,737,532376170,129.2134831460674,115000,131475.0,137000.0
721,738,532376180,127.61276127612759,116000,131275.0,137000.0
722,739,532376250,144.32432432432432,133500,124700.0,122000.0
723,740,532377050,139.4230769230769,145000,122400.0,122000.0
724,741,532377060,135.55555555555554,122000,133240.0,133000.0
725,742,532377100,127.8846153846154,133000,130020.0,129200.0
726,743,532377130,114.86013986013987,131400,129300.0,135000.0
727,744,532377140,130.0607287449393,128500,129880.0,135000.0
728,745,532378050,118.0419921875,120875,129700.0,137000.0
729,746,532378070,146.524064171123,137000,123175.0,120875.0
730,747,532378110,122.1153846153846,127000,117056.6,126000.0
731,748,532378120,72.2025462962963,62383,131580.0,129000.0
732,749,532378130,135.96491228070178,124000,119256.6,129000.0
733,750,532378160,109.22330097087378,135000,111376.6,123000.0
734,751,532378180,134.8684210526316,123000,113776.6,124000.0
735,752,532378200,155.7017543859649,142000,125315.0,123000.0
736,753,532378220,137.30074388947926,129200,128675.0,125500.0
737,754,532378240,139.13525498891352,125500,129415.0,129200.0
738,755,532476050,98.2615268329554,260000,270200.0,290000.0
739,756,532476080,119.85617259288854,300000,262200.0,275000.0
740,757,532477030,134.26573426573427,192000,283800.0,290000.0
741,758,532477040,135.67143516382095,294000,263400.0,275000.0
742,759,532478020,136.5441906653426,275000,300000.0,290000.0
743,760,532479020,85.31383302864106,140000,137700.0,130500.0
744,761,532479050,124.39729990356798,129000,139900.0,140000.0
745,762,532479120,100.52910052910052,171000,142800.0,140000.0
746,763,533212050,137.5,165000,150180.0,151000.0
747,764,533212060,122.97734627831717,152000,152780.0,151000.0
748,765,533212100,125.83333333333331,151000,152760.0,149900.0
749,766,533212110,120.52330335241209,147400,153480.0,151000.0
750,767,533212120,122.56745707277187,149900,152980.0,151000.0
751,768,533213010,128.62108922363848,222000,185440.0,193800.0
752,769,533213020,155.25477707006368,195000,190840.0,193800.0
753,770,533213040,117.26716519374577,172500,277660.0,290000.0
754,771,533213070,119.5203197868088,179400,205360.0,176000.0
755,772,533110130,107.57136946628052,260000,304900.0,290000.0
756,773,533120030,107.47330960854092,302000,323800.0,334000.0
757,774,533125080,108.08796123742079,290000,350700.0,334000.0
758,775,533125120,118.18825194621373,334000,334100.0,315000.0
759,776,533125140,133.70423546302942,372500,326400.0,315000.0
760,779,533130020,98.80395215808632,190000,233230.0,235000.0
761,780,533130130,154.32098765432102,362500,284400.0,285000.0
762,781,533130160,128.08988764044943,285000,299900.0,290000.0
763,782,533130170,99.23398328690807,285000,299900.0,290000.0
764,783,533135020,133.90313390313392,235000,224230.0,214000.0
765,784,533205060,174.73118279569889,260000,189240.0,193800.0
766,785,533205110,155.29753265602326,214000,215830.0,196000.0
767,786,533206020,93.42762063227951,280750,189240.0,193800.0
768,787,533206040,154.3307086614173,176400,194560.0,195000.0
769,788,533206050,140.90582314881382,196000,190640.0,193800.0
770,789,533206060,144.22241529105125,166000,196640.0,195000.0
771,790,533206070,123.83386581469648,193800,191080.0,195000.0
772,791,533208020,143.49112426035504,194000,187360.0,190000.0
773,792,533208040,161.0797743755036,199900,186180.0,190000.0
774,793,533208050,157.97914995990376,197000,186760.0,190000.0
775,794,533208080,137.52,171900,191780.0,194000.0
776,795,533208090,113.09523809523809,190000,188160.0,194000.0
777,796,533208140,142.97188755020082,178000,190560.0,194000.0
778,797,533210060,129.16666666666666,155000,187360.0,190000.0
779,798,533212010,125.83333333333331,151000,152980.0,151000.0
780,799,533212020,124.58333333333331,149500,153280.0,151000.0
781,800,533213120,111.62040025823113,172900,172380.0,176000.0
782,801,533213130,117.58827448367757,176500,171660.0,172900.0
783,802,533213140,120.71330589849107,176000,171760.0,172900.0
784,803,533215020,183.15018315018315,300000,277180.0,290000.0
785,804,533215030,217.55725190839692,285000,280180.0,300000.0
786,805,533215040,204.369274136716,290000,279180.0,300000.0
787,806,533215070,195.88953114964679,305000,275280.0,290000.0
788,807,533215080,192.45172615564655,328900,270500.0,290000.0
789,808,533217050,127.79552715654951,160000,174960.0,176000.0
790,809,533217060,121.08262108262107,170000,172960.0,176000.0
791,810,533221030,111.44179894179894,168500,175500.0,177000.0
792,811,533221040,119.04761904761904,180000,173200.0,177000.0
793,812,533221060,112.52383979656707,177000,173800.0,177000.0
794,813,533221080,108.92388451443571,166000,177700.0,177000.0
795,814,533221090,112.84170375079466,177500,175400.0,177000.0
796,815,533221100,116.0655737704918,177000,175500.0,177000.0
797,816,533221110,117.06349206349206,177000,175500.0,177000.0
798,817,533223010,126.65289256198349,183900,154382.0,155000.0
799,818,533223020,109.4632768361582,155000,160162.0,156000.0
800,819,533223030,107.43801652892563,156000,159962.0,155000.0
801,820,533223050,135.02722323049002,148800,161402.0,156000.0
802,821,533223080,119.39218523878435,165000,149182.0,148800.0
803,822,533223100,136.21296296296296,147110,152760.0,155000.0
804,823,533223110,128.7037037037037,139000,154382.0,155000.0
805,824,533251110,107.9593564775614,255000,217150.0,194000.0
806,825,533251120,131.89935064935065,162500,235650.0,245500.0
807,826,533251130,135.47486033519553,194000,229350.0,245500.0
808,827,533252020,136.58940397350997,165000,227150.0,218000.0
809,828,533252040,188.1641086186541,318750,196400.0,181500.0
810,829,533234020,124.65064281721632,223000,254300.0,254000.0
811,830,533236040,120.74947952810548,174000,221700.0,200000.0
812,831,533236050,99.19493962047152,172500,222000.0,200000.0
813,832,533236060,107.18789407313996,170000,222500.0,200000.0
814,833,533236070,124.45550715619166,200000,216500.0,174000.0
815,834,533236090,144.17049728374425,345000,187500.0,174000.0
816,835,533241010,118.0637544273908,200000,265400.0,254000.0
817,836,533241030,122.56410256410255,239000,187500.0,174000.0
818,837,533242030,140.94387755102042,221000,191100.0,174000.0
819,838,533242080,150.22091310751102,204000,258000.0,223000.0
820,839,533242090,146.97265625,301000,238600.0,221000.0
821,840,533244030,137.44588744588742,254000,199060.0,156000.0
822,841,533244040,132.30313293818799,312500,179540.0,156000.0
823,842,533250050,190.60559006211182,245500,269240.0,270000.0
824,843,533250110,175.544794188862,217500,274840.0,270000.0
825,844,533250130,180.72289156626502,270000,247340.0,245500.0
826,845,533250160,188.48167539267018,324000,236540.0,245500.0
827,846,533250190,187.21552878179386,279700,245400.0,245500.0
828,847,533252130,151.704940848991,218000,218770.0,187000.0
829,848,533253030,173.27935222672062,214000,182900.0,188000.0
830,849,533253050,181.46718146718143,188000,188100.0,190000.0
831,850,533253060,196.7005076142132,155000,194700.0,190000.0
832,851,533253070,172.51223491027733,211500,183400.0,188000.0
833,852,533253090,154.97553017944534,190000,187700.0,188000.0
834,853,533253160,138.66231647634584,170000,191700.0,190000.0
835,854,533253180,165.0579150579151,213750,190000.0,188000.0
836,855,533253210,168.02610114192498,206000,214870.0,214000.0
837,856,533254050,138.8505747126437,241600,201250.0,206000.0
838,857,533254100,100.80862533692722,187000,212170.0,213750.0
839,858,533254130,143.81933438985737,181500,226070.0,218000.0
840,859,533350020,149.37925510612737,373000,272000.0,275000.0
841,860,533350050,209.01194353963086,385000,269600.0,275000.0
842,861,533350090,50.95108695652174,150000,316600.0,290000.0
843,862,533350120,173.54877318970676,290000,288600.0,275000.0
844,863,534127270,127.04802259887006,179900,188530.0,190000.0
845,864,534128010,95.69377990430624,200000,171880.0,162500.0
846,865,534128020,99.6613449443638,206000,170680.0,162500.0
847,866,533352075,72.51908396946565,190000,173280.0,150000.0
848,867,533352150,92.5925925925926,150000,127700.0,130500.0
849,868,533352170,88.23529411764706,130500,131600.0,131000.0
850,869,534102025,154.1554959785523,230000,224580.0,226000.0
851,870,534104090,117.15914981855884,226000,225380.0,230000.0
852,871,534104100,113.13465783664459,205000,229580.0,230000.0
853,872,534125080,98.97172236503857,154000,186610.0,174000.0
854,873,534125120,124.52256944444444,143450,201761.0,218500.0
855,874,534125210,122.79966471081309,146500,182371.0,163000.0
856,875,534126060,88.54166666666669,170000,209460.0,185750.0
857,876,534126090,103.44827586206895,174000,186960.0,185000.0
858,877,534127080,99.56449605972624,240050,173750.0,174000.0
859,878,534127130,128.29403606102636,185000,206460.0,185750.0
860,879,534127140,150.18484288354895,162500,180980.0,178900.0
861,880,534127170,124.74815312290129,185750,190100.0,183000.0
862,881,534127190,121.75324675324677,262500,174750.0,183000.0
863,882,534127210,128.24106517168886,183000,190650.0,185000.0
864,883,534127230,86.20689655172414,150000,197250.0,185000.0
865,884,534127260,126.64092664092665,164000,206210.0,197900.0
866,885,534128090,114.90683229813664,185000,189210.0,197900.0
867,886,534128100,116.12903225806451,162000,186480.0,185000.0
868,887,534175010,81.49107142857143,136905,183600.0,163000.0
869,888,534175080,126.9345238095238,213250,169700.0,171000.0
870,889,534175100,123.31334332833583,164500,179550.0,175500.0
871,890,534175140,86.46153846153847,140500,180950.0,171000.0
872,891,534128190,97.31060606060606,256900,195180.0,197900.0
873,892,534128210,94.19743782969105,250000,185670.0,163000.0
874,893,534129040,119.46418808091852,218500,202860.0,197900.0
875,894,534129060,132.71604938271605,215000,204260.0,197900.0
876,895,534129080,114.79118329466357,197900,220680.0,218500.0
877,896,534129230,92.26256983240224,165150,142000.0,130000.0
878,897,534129370,122.0059880239521,163000,191341.0,197900.0
879,898,534151090,118.25595984943537,188500,202380.0,205000.0
880,899,534151120,100.52447552447552,230000,194080.0,196500.0
881,900,534151175,97.59519038076151,243500,219800.0,212500.0
882,901,534151180,122.89156626506023,255000,217500.0,212500.0
883,902,534152050,127.32919254658384,205000,227500.0,230000.0
884,903,534152070,112.374405076679,212500,226000.0,230000.0
885,904,534152100,114.6441073512252,196500,215900.0,212500.0
886,905,534152120,125.86206896551724,167900,206500.0,205000.0
887,906,534176060,143.0123099203476,197500,195600.0,175500.0
888,907,534176140,145.0137236962489,158500,191150.0,197500.0
889,908,534176230,103.951367781155,171000,178150.0,175500.0
890,909,534176250,120.27491408934708,140000,182531.0,171000.0
891,910,534177180,91.8133129303749,240000,214160.0,197500.0
892,911,534177210,141.30434782608697,175500,227060.0,227000.0
893,912,534177230,136.3363363363363,227000,187600.0,185000.0
894,913,534178010,120.72243346007605,127000,161100.0,158000.0
895,914,534200030,150.46296296296296,130000,148230.0,145000.0
896,915,534201040,114.72448057813914,127000,139730.0,135500.0
897,916,534201130,138.26530612244898,135500,144350.0,142250.0
898,917,534201230,135.1094196003806,142000,143350.0,141000.0
899,918,534201240,96.31147540983606,141000,143550.0,142000.0
900,919,534201250,87.57062146892656,155000,140750.0,141000.0
901,920,534201280,131.65399239543726,138500,147200.0,142000.0
902,921,534201300,155.90200445434297,140000,146900.0,142000.0
903,922,534202020,118.36346336822074,124400,135610.0,143000.0
904,923,534202030,117.79242174629324,143000,131890.0,129250.0
905,924,534202130,161.18421052631578,147000,144730.0,143000.0
906,925,534202160,115.46266233766234,142250,149200.0,147000.0
907,926,534202170,91.19897959183672,143000,149050.0,147000.0
908,927,534202180,138.47502191060474,158000,145350.0,143000.0
909,928,534204030,145.94594594594594,135000,141350.0,145000.0
910,929,534204120,145.38676607642125,156000,145050.0,143000.0
911,930,534252070,84.15032679738563,103000,151460.0,144000.0
912,931,534252090,178.57857857857857,178400,136380.0,139900.0
913,932,534225110,83.91203703703705,145000,128420.0,135000.0
914,933,534225120,82.52314814814815,142600,126250.0,129250.0
915,934,534226060,121.66666666666669,146000,130380.0,129900.0
916,935,534226120,127.02702702702706,117500,144850.0,145000.0
917,936,534250010,81.52173913043478,135000,191580.0,190000.0
918,937,534250300,95.333667837431,190000,193060.0,175500.0
919,938,534250335,101.79640718562874,170000,196460.0,185000.0
920,939,534250370,110.42357274401472,299800,192100.0,185000.0
921,940,534250410,98.61407249466951,185000,205460.0,190000.0
922,941,534251030,130.6818181818182,172500,174100.0,173000.0
923,942,534251280,106.00490196078432,173000,157780.0,161500.0
924,943,534251320,107.68072289156626,143000,161880.0,168500.0
925,944,534252040,107.14285714285714,144000,140780.0,127500.0
926,945,534252060,68.86574074074075,119000,148260.0,144000.0
927,946,534252110,98.38255977496485,139900,148480.0,161500.0
928,947,534252240,120.34277198211625,161500,162060.0,173000.0
929,948,534252270,88.97876643073812,176000,146980.0,161500.0
930,949,534403370,109.34256055363322,158000,159400.0,157500.0
931,950,534403400,112.23118279569893,167000,157600.0,157500.0
932,951,534403410,156.68402777777774,180500,154900.0,157500.0
933,952,534403420,106.98689956331877,147000,161600.0,158000.0
934,953,534275010,130.0,136500,141370.0,141500.0
935,954,534275060,158.27740492170022,141500,126990.0,128950.0
936,955,534275100,136.57407407407408,118000,115280.0,106500.0
937,956,534275170,158.1419624217119,151500,125030.0,126500.0
938,957,534275220,118.77934272300469,126500,139080.0,139900.0
939,958,534276010,150.34722222222226,129900,136300.0,144000.0
940,959,534276040,147.56944444444446,127500,136780.0,144000.0
941,960,534276070,127.41652021089632,145000,132870.0,129900.0
942,961,534276160,131.57894736842104,120000,123100.0,124000.0
943,962,534276180,115.45623836126629,124000,122300.0,120000.0
944,963,534276190,96.64694280078895,98000,127500.0,124000.0
945,964,534276230,84.69626168224299,145000,109880.0,106500.0
946,965,534276290,120.74829931972788,106500,121000.0,120000.0
947,966,534276360,105.26530612244898,128950,133880.0,139900.0
948,967,534277060,120.18522601984564,109008,142295.0,140000.0
949,968,534277070,142.59453781512605,135750,136946.6,140000.0
950,969,534277090,102.7900146842878,140000,136096.6,135750.0
951,970,534278070,102.79224537037035,177625,128571.6,135750.0
952,971,534278150,118.36562763268743,140500,135996.6,135750.0
953,972,534278170,142.63485477178426,137500,135996.6,135750.0
954,973,534278190,131.54362416107384,117600,139976.6,137500.0
955,974,534400030,137.4113475177305,155000,155800.0,157500.0
956,975,534400050,110.15831134564644,167000,152700.0,155000.0
957,976,534400060,126.66666666666669,180500,160100.0,161000.0
958,977,534400290,116.52703731911652,153000,160180.0,161000.0
959,978,534401110,131.5136476426799,159000,175400.0,161000.0
960,979,534401120,136.25,163500,166460.0,174900.0
961,980,534401130,150.1287553648069,174900,164180.0,163500.0
962,981,534401140,118.476821192053,178900,163380.0,163500.0
963,982,534401190,123.2394366197183,140000,171760.0,174900.0
